"Catherine Cline","ECSE-2020"
"David Nguyen","ITEC-1710"
"David Nguyen","PSYC-9245"
"Maria Daniel","ARCH-4109"
"Mark Shaffer","LANG-8022"
"Nathaniel Gonzalez","MATH-7431"
"Jennifer Bowers","CHEM-3010"
"Robert Robles","COGS-7105"
"Casey Scott","LANG-8585"
"Casey Scott","MATH-4552"
"Casey Scott","PSYC-2181"
"Destiny Rangel","STSO-8763"
"Destiny Rangel","LANG-6903"
"Destiny Rangel","ECON-7095"
"Bryan Lamb","ECSE-5461"
"Justin Bates","ECSE-8199"
"Justin Bates","ARCH-7078"
"Jimmy Horn","CSCI-5496"
"Jimmy Horn","ENGR-4672"
"Theresa Sanchez","ENGR-2224"
"Ms. Nicole Ellis DVM","ENGR-8994"
"Abigail Bennett","MATH-6400"
"Tony Thomas","MATH-3141"
"Albert Flores","CSCI-5675"
"Shannon Simmons","ENGR-7539"
"Shannon Simmons","ITEC-1710"
"Diane Moses","CHEM-2050"
"Diane Moses","LANG-8454"
"Diane Moses","CHEM-4257"
"Mikayla Reynolds","MATH-4723"
"Mikayla Reynolds","CSCI-2314"
"Cynthia Brown","COGS-3027"
"Cynthia Brown","STSO-3033"
"Cynthia Brown","ITEC-8193"
"Sarah Smith","MGMT-8335"
"Sarah Smith","ARCH-4097"
"Sarah Smith","CHEM-4606"
"Wendy Nichols","CSCI-9188"
"Robin Holder","ARCH-7078"
"Robin Holder","ECON-4490"
"Robin Holder","CHEM-7824"
"Ryan Ford","LANG-4782"
"Kathy Moreno","PSYC-7204"
"Kathy Moreno","PSYC-4937"
"Michael Wright","ENGR-6802"
"Michelle Nichols","CHEM-8164"
"Michelle Nichols","ECON-8342"
"Michelle Nichols","MGMT-1745"
"Daniel Haley","CSCI-9994"
"Daniel Haley","ENGR-3303"
"Daniel Haley","ECON-9864"
"Taylor Barajas MD","MGMT-4523"
"Taylor Barajas MD","MATH-6400"
"Nicholas Smith","PSYC-8039"
"Cheyenne Brown","MATH-6845"
"Kathleen Edwards","ECON-9278"
"Kathleen Edwards","ITEC-2037"
"Billy Church","ARCH-5932"
"Billy Church","ECON-7915"
"Billy Church","STSO-4937"
"Sara Parker","ENGR-8994"
"Carolyn Jones","CSCI-9994"
"Carolyn Jones","CHEM-7510"
"Jason Russell","ARCH-8318"
"Jason Russell","CSCI-5675"
"David Miller","ITEC-4851"
"David Miller","LANG-8457"
"David Miller","ECON-8031"
"Rachel Turner","MGMT-7149"
"Rachel Turner","ITEC-4851"
"Rachel Turner","MATH-5954"
"Amy Park","MGMT-4492"
"Amy Park","STSO-7024"
"Amy Park","MATH-1176"
"Tyler Henry","ECON-7306"
"Tyler Henry","PSYC-2202"
"Sean Carroll DDS","ECSE-8199"
"Sean Carroll DDS","ITEC-6476"
"Daniel Strong","ENGR-3917"
"Caitlin Conner","BIOL-6850"
"Jessica Hill DDS","CSCI-2334"
"Jessica Hill DDS","ENGR-3981"
"Michelle Reyes","CSCI-4738"
"Kimberly Price","ITEC-4204"
"Kimberly Price","ARCH-2218"
"Kimberly Price","ECSE-1095"
"Terri Dixon","CSCI-7913"
"Terri Dixon","COGS-1722"
"Terri Dixon","LANG-4782"
"Jose Harrison","ITEC-8257"
"Jose Harrison","BIOL-7780"
"James Shaw","LANG-8911"
"Evan Perez","PSYC-6095"
"Mark Barry","BIOL-5752"
"Mark Barry","ECSE-7622"
"Carol Green","ENGR-7556"
"Carol Green","MATH-3141"
"Carol Green","COGS-7428"
"Michael Chandler","PSYC-6095"
"Michael Chandler","BIOL-2811"
"Michael Chandler","ECSE-2020"
"Kelly Martin","MGMT-6019"
"Kelly Martin","CHEM-2050"
"Sandra Patterson","MGMT-5005"
"Sandra Patterson","STSO-1965"
"Sandra Patterson","STSO-4652"
"Samuel Baldwin","MGMT-6951"
"Samuel Baldwin","MGMT-4156"
"Michael Hamilton","ARCH-4095"
"James Jacobs","COGS-6989"
"Linda Kane","MGMT-7935"
"Kimberly Perkins","ENGR-3569"
"Kimberly Deleon","ENGR-5744"
"Kimberly Deleon","LANG-8585"
"Kimberly Deleon","ITEC-8928"
"Karla Kelly","LANG-8823"
"Karla Kelly","MATH-3141"
"Karla Kelly","ARCH-8899"
"Melissa Lopez","ARCH-8827"
"Melissa Lopez","PSYC-7103"
"Melissa Lopez","MATH-5441"
"Mary Clark","ECON-5832"
"Shannon Smith","STSO-3347"
"Shannon Smith","ARCH-7771"
"Crystal Watkins","MATH-8929"
"Crystal Watkins","ITEC-8262"
"Christine Jackson","LANG-8022"
"David Myers","ENGR-6642"
"David Myers","CSCI-3088"
"David Myers","CSCI-5108"
"Angelica Hunt","ECSE-8671"
"Erik Houston","MGMT-7935"
"Cynthia Foster","MATH-1176"
"Cynthia Foster","ECSE-7016"
"Andrew Phillips","CHEM-6026"
"Cindy Thompson","BIOL-1791"
"Stephanie Smith","MGMT-7149"
"Stephanie Smith","ARCH-7771"
"Alicia Logan","ARCH-1451"
"Alicia Logan","CHEM-2381"
"Alicia Logan","MATH-3815"
"Jon Hawkins","STSO-5426"
"Amy Booth","COGS-7973"
"Amy Booth","STSO-2285"
"Amy Booth","STSO-7024"
"Dennis Garrett","LANG-8911"
"Dennis Garrett","STSO-2285"
"Dennis Garrett","STSO-2016"
"Michael Martin","ARCH-2375"
"Emily Hahn","MATH-1456"
"Emily Hahn","ENGR-7841"
"Emily Hahn","ENGR-6591"
"Peter Willis","STSO-3679"
"Brenda Martin","STSO-3679"
"Jamie Anderson","PSYC-2832"
"Jamie Anderson","ECSE-4476"
"Margaret Mcdaniel MD","BIOL-6746"
"Margaret Mcdaniel MD","ECON-4490"
"Margaret Mcdaniel MD","ARCH-5377"
"Tyler Graham","PSYC-4789"
"Tyler Graham","ECON-9226"
"Tyler Graham","CSCI-5420"
"Gary Lutz","ITEC-7378"
"Gary Lutz","MATH-5784"
"Gary Lutz","STSO-4937"
"Dawn Davis","PSYC-7918"
"Dawn Davis","ECSE-7622"
"Dawn Davis","ECON-2882"
"Allison Crawford","CSCI-3954"
"Allison Crawford","STSO-5818"
"Allison Crawford","ENGR-7539"
"Kelly Perez","LANG-8717"
"Kelly Perez","COGS-9534"
"Erin Crawford MD","ITEC-4356"
"Christopher Simmons","COGS-7376"
"Christopher Simmons","MGMT-5550"
"Christopher Simmons","ECON-8890"
"Robin Bray","MATH-5616"
"Kathryn Vasquez","MATH-5784"
"Heather Hayden","ITEC-8172"
"Sara Perry","MGMT-3558"
"Sara Perry","ITEC-2147"
"Joshua White","STSO-4344"
"Joshua White","ECON-6130"
"Ryan Crawford","STSO-8868"
"Kayla Wright","MGMT-7296"
"Kayla Wright","ECON-9226"
"Kayla Wright","PSYC-8966"
"Chad Andrews","PSYC-1245"
"Margaret Haas","ARCH-4109"
"Frances White","LANG-8371"
"Anne Jordan","ECSE-2513"
"Anne Jordan","PSYC-5611"
"Anne Jordan","ITEC-6053"
"Mark Roberts","BIOL-4570"
"Mark Roberts","CSCI-3088"
"Mark Roberts","ECSE-2020"
"Connie Hall","CHEM-4785"
"Mrs. Jennifer West","MGMT-6019"
"Mrs. Jennifer West","MATH-3141"
"Ryan Brooks","CSCI-3088"
"April Wilson","COGS-2719"
"Javier Perez","MGMT-7296"
"Javier Perez","MATH-9537"
"Gregory Clark","COGS-6513"
"Gregory Clark","ECSE-5397"
"Gregory Clark","MGMT-1920"
"Michael Walker","PSYC-3552"
"Michael Walker","ECSE-1587"
"Savannah Walker","PSYC-2832"
"Savannah Walker","MATH-7590"
"Savannah Walker","MATH-4421"
"Ryan Wright","ITEC-4356"
"Ryan Wright","PSYC-8039"
"Stephanie Ramirez","MATH-5616"
"Timothy Oliver","LANG-6394"
"Lisa Anderson","ENGR-4719"
"Jennifer Flores","PSYC-6327"
"Jennifer Flores","ARCH-1399"
"Amy Wall","ENGR-9994"
"Patricia Johnson","CHEM-2549"
"Patricia Johnson","COGS-8356"
"Jay Cooper","BIOL-7267"
"Jay Cooper","ENGR-9363"
"Jay Cooper","ENGR-4735"
"Darrell Hall","ECON-8107"
"Todd Vasquez","ENGR-5747"
"Mark Mccormick","STSO-4114"
"Mark Mccormick","LANG-3075"
"Mark Garner","PSYC-9000"
"Mark Garner","BIOL-4505"
"Mark Garner","MATH-2687"
"Patricia Mendez","BIOL-4663"
"Patricia Mendez","CHEM-7510"
"Patricia Mendez","MATH-2687"
"Megan Thompson","CSCI-7466"
"Megan Thompson","MATH-4708"
"Tanya Lyons","MATH-4552"
"Tanya Lyons","MGMT-7149"
"Michael Garcia","ARCH-8716"
"Michael Garcia","ENGR-8675"
"Ruth Thompson DDS","ITEC-2954"
"Ruth Thompson DDS","BIOL-1791"
"Ruth Thompson DDS","BIOL-5320"
"Brandi Thomas","CHEM-2928"
"Brandi Thomas","STSO-6481"
"Brandi Thomas","ITEC-2954"
"William Lane","COGS-6513"
"Kathleen Pham","ITEC-8928"
"Edward Rodriguez","COGS-8020"
"Joseph Rodgers","CHEM-2549"
"Joseph Rodgers","COGS-2397"
"Joseph Rodgers","BIOL-9326"
"Miss Mary Smith","CSCI-1900"
"Miss Mary Smith","COGS-7376"
"Miss Mary Smith","ECSE-7622"
"Julie Estrada","ECSE-8671"
"Julie Estrada","BIOL-1934"
"Julie Estrada","ARCH-9893"
"Yolanda Guerrero","CHEM-4606"
"Yolanda Guerrero","MGMT-5005"
"Yolanda Guerrero","COGS-7105"
"Cheryl Cruz","PSYC-4789"
"Jennifer George","MATH-3963"
"Jennifer George","STSO-2337"
"Jennifer George","ECON-2309"
"Scott Barker","ECSE-5461"
"Scott Barker","ENGR-9363"
"Scott Barker","CSCI-9994"
"Matthew Escobar","CHEM-7510"
"Matthew Escobar","CHEM-7510"
"Alicia Kim","MGMT-6951"
"Alicia Kim","CSCI-1018"
"Paul Cohen","PSYC-5629"
"Paul Cohen","PSYC-8671"
"Kelly Chapman","STSO-4048"
"Danny Morgan","MGMT-4523"
"Danny Morgan","MGMT-9402"
"Kevin Bell","MATH-7370"
"Alison Murphy","MGMT-2893"
"Alison Murphy","ENGR-9485"
"Robert Ward","CSCI-7449"
"Robert Ward","ARCH-9777"
"Robert Ward","BIOL-2811"
"Tina Owen","LANG-8717"
"Patricia Chavez","COGS-8609"
"Patricia Chavez","LANG-6372"
"Patricia Chavez","ECON-7306"
"Bradley Carrillo","COGS-6784"
"Bradley Carrillo","PSYC-4789"
"Brittany Terrell","ARCH-9532"
"Eric Perez","ARCH-2028"
"Eric Perez","CSCI-5496"
"Nicholas Ramos","COGS-4971"
"Nicholas Ramos","CSCI-6188"
"Christine Wagner","COGS-8235"
"Christine Wagner","LANG-5884"
"Kathleen Barber","CSCI-9025"
"Daniel Jones","MGMT-8335"
"Thomas Smith","MGMT-4492"
"Jordan Rodriguez","ECON-2882"
"Jordan Rodriguez","COGS-8020"
"George Munoz","BIOL-8384"
"George Munoz","BIOL-7691"
"George Munoz","BIOL-2584"
"Adam May","MATH-1456"
"Adam May","BIOL-7132"
"John Medina","LANG-6903"
"John Medina","ENGR-3981"
"Kelly Chambers","BIOL-6850"
"Kevin Smith","CSCI-8621"
"Megan Day","ECON-9864"
"Megan Day","PSYC-4904"
"Megan Day","PSYC-9245"
"Tammy Banks","BIOL-7259"
"Tammy Banks","CSCI-6421"
"Tammy Banks","ITEC-6053"
"Benjamin Richardson","PSYC-9000"
"Samantha Johnson","CHEM-2702"
"Samantha Johnson","ENGR-3201"
"Paul Brooks","STSO-5572"
"Paul Brooks","LANG-5712"
"Theresa Hensley","COGS-2588"
"Theresa Hensley","STSO-8602"
"Frank Wilkins","BIOL-5770"
"Frank Wilkins","CHEM-2863"
"Frank Wilkins","CSCI-2856"
"Brian George","MATH-7607"
"Brian George","STSO-9964"
"Alexis Gomez","STSO-8602"
"Alexis Gomez","ECON-7306"
"Karina Myers","ECSE-1587"
"Karina Myers","LANG-6903"
"Jason Bates","MATH-2368"
"Anthony Griffin","PSYC-6327"
"Anthony Griffin","MATH-1176"
"Mary Diaz","MATH-3141"
"Lance Johnson","ARCH-1215"
"Jacob Welch","LANG-6394"
"Jacob Welch","CHEM-2381"
"Jacob Welch","BIOL-1642"
"Thomas Koch","BIOL-7185"
"Thomas Koch","ENGR-9994"
"Michael Clements","BIOL-6850"
"Randy Gonzalez","ITEC-5207"
"Jack Williams","ITEC-2303"
"David Hunter","COGS-3027"
"Amber Hurley","LANG-6372"
"Amber Hurley","COGS-2397"
"Amber Hurley","BIOL-6850"
"Kelly Sawyer","ITEC-2113"
"Kelly Sawyer","CHEM-2928"
"Julie Macias","CHEM-7395"
"Amanda Kaufman","COGS-8020"
"Amanda Kaufman","ITEC-2303"
"Amanda Kaufman","ARCH-8716"
"Jason Miller","BIOL-1626"
"Jason Miller","MGMT-9757"
"Suzanne Washington","MGMT-9520"
"Suzanne Washington","ITEC-6053"
"Suzanne Washington","CHEM-4108"
"Brandon Smith","CHEM-8368"
"Angelica House","COGS-8225"
"Angelica House","COGS-7695"
"Angelica House","ENGR-4719"
"Austin Hernandez","ENGR-9547"
"Austin Hernandez","CSCI-3198"
"Mary Barber","PSYC-6095"
"Mary Barber","MGMT-4190"
"Sarah Foster","ENGR-4735"
"Sarah Foster","CHEM-6153"
"Sarah Foster","ARCH-1594"
"Matthew Nash","STSO-8686"
"Matthew Nash","MGMT-7218"
"Lauren Horn","BIOL-9916"
"Lauren Horn","ITEC-4798"
"Meagan Edwards","STSO-9123"
"Jennifer Taylor","BIOL-5770"
"Jennifer Taylor","ARCH-2375"
"Jennifer Taylor","ITEC-3090"
"Jeffrey Hunt","CSCI-7466"
"Jeffrey Hunt","PSYC-2462"
"Jeffrey Hunt","ENGR-5513"
"Tommy Bowen","COGS-5033"
"Tommy Bowen","MGMT-5005"
"Tommy Bowen","CHEM-7172"
"Nicole Johnston","BIOL-6850"
"Nicole Johnston","BIOL-5770"
"Nicole Johnston","CSCI-5200"
"Tina Hill","ENGR-9994"
"Tina Hill","COGS-7973"
"Lori Morgan","ARCH-9359"
"Erica Kim","PSYC-1336"
"Erica Kim","ARCH-9532"
"Erica Kim","BIOL-4694"
"Natalie Pierce","ECSE-5397"
"Natalie Pierce","CHEM-7824"
"Aaron Marquez","CHEM-6704"
"Aaron Marquez","BIOL-8579"
"Aaron Marquez","MGMT-7867"
"Timothy Mayo","ARCH-9777"
"Timothy Mayo","LANG-7113"
"Timothy Mayo","STSO-8763"
"Logan Thompson","PSYC-8671"
"Ernest Gutierrez","COGS-2588"
"Wesley Vega","MGMT-1920"
"Paula Pena DVM","LANG-6372"
"Paula Pena DVM","ECSE-8896"
"Philip Norman","ITEC-6476"
"Amber Hensley","ITEC-1710"
"Amber Hensley","LANG-2986"
"Amber Hensley","ITEC-1710"
"Mr. Jose Jackson MD","COGS-8235"
"Mr. Jose Jackson MD","PSYC-2602"
"Craig Watson","CSCI-7449"
"Craig Watson","CSCI-1018"
"Craig Watson","ARCH-9777"
"Jeremy Jones","ENGR-5199"
"Jeremy Jones","ITEC-7480"
"Amber Martin","CSCI-9620"
"Amber Martin","ITEC-7480"
"Bradley Yang","COGS-7973"
"Bradley Yang","PSYC-3225"
"Brenda Hanson","BIOL-2663"
"Brenda Hanson","BIOL-1626"
"Susan Greene","PSYC-7103"
"Susan Greene","LANG-3075"
"Susan Greene","ITEC-6053"
"Dustin Sawyer","ARCH-7059"
"Jessica Pittman","ENGR-5199"
"Joshua Cervantes","ITEC-6283"
"Joshua Cervantes","COGS-8356"
"Jonathan Lopez","ECSE-6932"
"Jonathan Lopez","ECSE-9083"
"Ashley Wood","ENGR-5417"
"Ashley Wood","CHEM-8815"
"Ashley Wood","LANG-1220"
"Karen Glover","STSO-6481"
"Karen Glover","MATH-6618"
"Karen Glover","STSO-4048"
"Christopher Ellison","ITEC-8310"
"Howard Collins","ITEC-8310"
"Laurie Olson","MGMT-9520"
"Laurie Olson","CSCI-9620"
"Laurie Olson","MATH-3815"
"Erin Carter","COGS-8348"
"Kimberly Kirby","CSCI-2856"
"Kimberly Kirby","PSYC-7103"
"Robert Thomas","CSCI-6188"
"Destiny Davenport","CHEM-4108"
"Destiny Davenport","MATH-2687"
"Robert Wang","MATH-7947"
"Michael Hays","ECSE-1636"
"Nicole Silva","CHEM-2113"
"Nicole Silva","COGS-7376"
"Nicole Silva","PSYC-6780"
"Diana Dunn","ITEC-6420"
"Donna Nguyen","PSYC-6327"
"Donna Nguyen","LANG-5940"
"Donna Nguyen","COGS-6866"
"Pedro Gaines","MATH-5784"
"Pedro Gaines","ECSE-8199"
"Tammy Jones","MATH-6618"
"Autumn Hughes","ARCH-7059"
"Autumn Hughes","BIOL-6544"
"Deborah Ramirez","CSCI-5108"
"Deborah Ramirez","MATH-9856"
"Christina Conrad","PSYC-5841"
"Christina Conrad","ECON-2882"
"Carla Smith","ENGR-6591"
"Carla Smith","CHEM-4190"
"Edward Wu","BIOL-6850"
"Edward Wu","PSYC-1245"
"Steven Hunt","CHEM-2113"
"Steven Hunt","MATH-5616"
"Katrina Larson","CSCI-1018"
"Katrina Larson","ECON-4172"
"Katrina Larson","COGS-3567"
"Michael Soto","CHEM-6704"
"James Spears","PSYC-3225"
"James Spears","ARCH-2375"
"Jessica Levy","MGMT-6019"
"Jessica Levy","BIOL-1791"
"Jessica Levy","MGMT-4088"
"Denise Johnson","MGMT-6019"
"Denise Johnson","ARCH-9532"
"Denise Johnson","BIOL-8384"
"Jennifer Fischer","BIOL-9326"
"Ashley Peterson","MATH-7590"
"Ashley Peterson","COGS-8235"
"Andrea Vargas","ECON-7306"
"Andrea Vargas","LANG-8371"
"Jennifer Lopez","ECSE-1587"
"Jennifer Lopez","CHEM-3010"
"Jennifer Lopez","COGS-8523"
"Sarah Maddox","MGMT-2864"
"Sarah Maddox","BIOL-9916"
"Sarah Maddox","MGMT-7867"
"Timothy Barker","ENGR-5513"
"Mrs. Ellen Jarvis","STSO-4652"
"Brian Davis","ECON-7978"
"Brian Davis","MATH-3815"
"Dr. Kathy Barnes","LANG-8911"
"Matthew Bautista","STSO-1233"
"Matthew Bautista","LANG-4782"
"Laura Hill","LANG-9937"
"Danielle Weaver","ENGR-2712"
"Danielle Weaver","COGS-2151"
"Kelly Williams","LANG-5725"
"Michelle Hayden","LANG-3978"
"Michelle Hayden","ARCH-8318"
"John Rhodes","CHEM-6327"
"Brittany Hines","ENGR-2224"
"Brittany Hines","ARCH-2028"
"Daniel Nguyen","MGMT-3198"
"Anthony Hatfield","ECSE-7016"
"Anthony Hatfield","LANG-8022"
"Anthony Hatfield","STSO-9964"
"Christian Jones","MGMT-4190"
"Christian Jones","LANG-9659"
"Jonathan Cooper","ENGR-6802"
"Jonathan Cooper","ARCH-2218"
"Brandon Davis","PSYC-3967"
"Jeremiah Baxter","ITEC-8928"
"Jeremiah Baxter","CHEM-8815"
"Devon Robinson","ARCH-8582"
"Devon Robinson","ECSE-2513"
"Devon Robinson","CSCI-8210"
"Jennifer Day","MATH-4204"
"Tara Molina","PSYC-1377"
"Anthony Hunt","STSO-2289"
"Anthony Hunt","ECON-5832"
"Anthony Hunt","MATH-7431"
"Chloe Gregory","MGMT-1909"
"Chloe Gregory","ENGR-4438"
"Chloe Gregory","CHEM-4785"
"Mrs. Kelly Smith","ECON-8890"
"Ronald Rios","STSO-7626"
"Emily Roberts","COGS-7105"
"Michelle Jones","ECSE-8896"
"John Mccormick","MGMT-6951"
"John Mccormick","ITEC-9811"
"Eugene Drake","MGMT-7867"
"Jenna Arias","COGS-8609"
"Ann Horn","ENGR-5747"
"Ann Horn","COGS-8235"
"Ann Horn","ECON-7978"
"Cheryl Nguyen","MGMT-7035"
"John Diaz","ENGR-4672"
"John Diaz","ITEC-2303"
"John Diaz","ECSE-1587"
"Roger Meyer","CSCI-7466"
"Roger Meyer","PSYC-5841"
"Roger Meyer","PSYC-1662"
"Ashley Anthony","STSO-2727"
"Hannah Carroll","COGS-4739"
"Norma Fuentes","CSCI-6421"
"Norma Fuentes","MATH-7947"
"Brian Jackson","CHEM-2928"
"Cassandra Thompson","CHEM-4606"
"Sharon Duncan","ECSE-1448"
"Sharon Duncan","CHEM-7172"
"Bobby Jacobs","ECON-7095"
"Bobby Jacobs","MATH-4723"
"Robert Griffin","BIOL-5320"
"Robert Griffin","ITEC-4356"
"Nicole Shaw","LANG-3876"
"Nicole Shaw","LANG-9937"
"Nicole Shaw","PSYC-1336"
"Lauren Morris","COGS-6989"
"Carrie Porter","MATH-9856"
"Thomas Day","PSYC-2589"
"Thomas Day","ECON-7095"
"Tracy Elliott","MATH-5784"
"Tracy Elliott","ARCH-8827"
"Kimberly Rivera","BIOL-1934"
"Gregory Lee","ENGR-2287"
"Jennifer Gilmore","BIOL-1799"
"Mark Bowen","MGMT-3375"
"Mark Bowen","BIOL-2663"
"Adam Henry","COGS-6866"
"Adam Henry","PSYC-6778"
"Adam Henry","ENGR-9994"
"Mary Anderson","ECSE-4476"
"Mary Anderson","ENGR-5747"
"Carol Horne","CHEM-8815"
"Carol Horne","BIOL-6746"
"Carol Horne","ECSE-5461"
"Isaac Howell","MGMT-5550"
"Shane Hayes","ECSE-7622"
"Shane Hayes","COGS-8609"
"Shane Hayes","MGMT-7935"
"James Riley DDS","STSO-3347"
"Denise Patterson","ECSE-2723"
"Christopher Smith","ITEC-1632"
"Christopher Smith","LANG-3876"
"Craig Morrison","ARCH-8423"
"Craig Morrison","MATH-3963"
"Craig Morrison","MATH-2368"
"Amber Smith","MGMT-7867"
"April Beard","ITEC-8310"
"Dr. Chad Clements","ITEC-8473"
"Dr. Chad Clements","LANG-8911"
"Dr. Chad Clements","CSCI-7853"
"Kristie Sims","ITEC-4798"
"Amy Wu","COGS-5381"
"Chelsea Brown","ECSE-8671"
"Chelsea Brown","CSCI-7449"
"Chelsea Brown","LANG-4782"
"Dominique Campos","ITEC-7378"
"Dominique Campos","CSCI-3088"
"Andre Lee","LANG-8022"
"Andre Lee","COGS-2588"
"Dr. Angela Brennan","LANG-6903"
"John Little","CSCI-8521"
"Kimberly Sandoval","BIOL-4663"
"Pamela Diaz","LANG-4782"
"Pamela Diaz","MGMT-9757"
"Pamela Diaz","STSO-4344"
"Stephen Carson","CHEM-6153"
"Stephen Carson","STSO-5818"
"Randall Brown","ITEC-7378"
"Randall Brown","PSYC-5214"
"Gary Lucas","ITEC-8051"
"Justin Clark","STSO-1233"
"Justin Clark","ITEC-8257"
"Justin Clark","MATH-3963"
"Heather Oconnell","LANG-5940"
"Heather Oconnell","CSCI-5200"
"Amanda Perez","CHEM-7824"
"Amanda Perez","BIOL-1642"
"Amanda Perez","ENGR-9485"
"Jerry Williams","PSYC-1126"
"Jerry Williams","COGS-1768"
"Stephen Thompson","PSYC-8482"
"Stephen Thompson","ECON-8342"
"Stephen Thompson","LANG-4782"
"Tara Kemp","ARCH-9893"
"Tara Kemp","PSYC-3225"
"Christopher Henson","CSCI-7231"
"Christopher Henson","COGS-2397"
"Christopher Henson","ECON-8107"
"Aimee Robinson","BIOL-7267"
"Aimee Robinson","STSO-4114"
"Aimee Robinson","STSO-8868"
"Thomas Acosta","BIOL-7132"
"Thomas Acosta","MGMT-4156"
"Kristen Vincent","ECSE-1587"
"Kristen Vincent","COGS-2719"
"Kristen Vincent","LANG-1143"
"Patricia Ayala","ITEC-9236"
"Patricia Ayala","LANG-8823"
"Kelly Calderon","MATH-9856"
"Kelly Calderon","MGMT-5550"
"Kelly Calderon","CSCI-5200"
"Timothy Erickson","ECSE-1587"
"Melinda Rhodes","CSCI-3764"
"Melinda Rhodes","ARCH-8423"
"Melinda Rhodes","ENGR-5747"
"Steven Duran","CSCI-7466"
"Brittany Hughes","ARCH-1399"
"Dawn Watson","LANG-8717"
"Dawn Watson","CHEM-4785"
"Dawn Watson","MGMT-2864"
"Jimmy Scott","ARCH-1594"
"Robert Ross","MGMT-9520"
"Robert Ross","ENGR-3283"
"Robert Ross","ENGR-5744"
"Michael Watts","CSCI-8621"
"Michael Watts","CSCI-7913"
"Michael Watts","PSYC-1245"
"Kristin Riley","MATH-7947"
"Kristin Riley","CSCI-1018"
"Kristin Riley","CSCI-4738"
"Joel Mcdaniel","LANG-2162"
"Joel Mcdaniel","ARCH-5185"
"Joel Mcdaniel","PSYC-8671"
"April Wilkerson","BIOL-8384"
"April Wilkerson","PSYC-8671"
"Kristen Anderson","MATH-4723"
"Kristen Anderson","MATH-3963"
"Kristen Anderson","PSYC-8482"
"Carol Walker","STSO-4344"
"Carol Walker","BIOL-8384"
"Madison Moreno","COGS-5381"
"Ronald Lang","STSO-1589"
"Shari Dennis","CHEM-2050"
"Brian Washington","LANG-8114"
"Carolyn Clements","MGMT-2864"
"Joseph Welch","PSYC-6778"
"Jeffrey Flores","MGMT-1920"
"Jeffrey Flores","BIOL-1831"
"Jeffrey Flores","CHEM-8164"
"Phillip Moore","MGMT-8492"
"Phillip Moore","COGS-4971"
"Phillip Moore","COGS-7799"
"Lisa Shaffer","LANG-5884"
"Ashley Wells","MGMT-7867"
"Ashley Wells","CSCI-4384"
"Ashley Wells","LANG-4782"
"Ashley Griffith","CSCI-6373"
"Ashley Griffith","CSCI-6421"
"Ashley Griffith","ITEC-8662"
"Michael Gonzalez","STSO-9918"
"Michael Gonzalez","ENGR-6069"
"Lori Harris","CSCI-5942"
"Pamela Norton","PSYC-3552"
"Pamela Norton","MATH-3815"
"Marc Lyons","CSCI-7466"
"Erika Martinez","LANG-2986"
"Erika Martinez","STSO-9123"
"Erika Martinez","PSYC-1245"
"Michael Owens","ARCH-7078"
"Kelly Johnson","LANG-6004"
"Kelly Johnson","LANG-8421"
"Charlene Roberts","ITEC-4851"
"Andrew Quinn","CSCI-7466"
"Marisa Baker","BIOL-1626"
"Christopher Wright","LANG-9937"
"Christopher Wright","MGMT-1920"
"Connie Becker","STSO-6131"
"Anthony Parsons","LANG-5940"
"Jacqueline Sutton","BIOL-7259"
"Jacqueline Sutton","LANG-6372"
"Heidi Adams","PSYC-4904"
"David Roth","ENGR-6802"
"David Roth","STSO-3033"
"William Williams","CHEM-2863"
"William Williams","STSO-2285"
"Calvin Kelley","STSO-9123"
"Calvin Kelley","MATH-8780"
"Calvin Kelley","CSCI-2486"
"Kristen Smith","COGS-2151"
"Kristen Smith","ARCH-3449"
"Dennis Ramirez","ECON-9864"
"Dennis Ramirez","ARCH-1594"
"Travis Wilson","LANG-5482"
"Connie Molina","ENGR-7556"
"Connie Molina","BIOL-8858"
"Bernard Nelson","ITEC-4851"
"Bernard Nelson","ECSE-9083"
"Karen Arnold","BIOL-7893"
"Carl Fry","MATH-5579"
"Robert Brown","STSO-9918"
"Robert Brown","MATH-1176"
"Joanna Glover","COGS-6866"
"Joanna Glover","PSYC-1245"
"Diane Williamson","ITEC-2917"
"Brian Hicks","ARCH-2218"
"Tracy Brown","CHEM-7172"
"Phillip Williams","PSYC-1245"
"Phillip Williams","BIOL-6102"
"Phillip Williams","ECON-5724"
"Kristy Everett","CHEM-8368"
"Kristy Everett","ECSE-6932"
"Kristy Everett","ECON-8342"
"Annette Miller","ITEC-6636"
"Bradley Brooks","BIOL-8858"
"Michael Williams","MATH-1176"
"Michael Williams","PSYC-5871"
"Diamond Tucker","CHEM-7752"
"Nicholas Esparza","ECON-7095"
"Crystal Tyler","ECON-8236"
"Trevor Cooper","CSCI-9069"
"Trevor Cooper","MATH-8929"
"Trevor Cooper","BIOL-1642"
"Brittany Dudley","MATH-1743"
"Brittany Dudley","ECON-6300"
"Brittany Dudley","ITEC-4851"
"Katherine Contreras","BIOL-4505"
"Katherine Contreras","CSCI-2314"
"Katherine Contreras","LANG-8290"
"Angela Adams","ENGR-3981"
"Stacy White","COGS-7376"
"Stacy White","BIOL-4657"
"Stacy White","ECSE-1448"
"Louis Morrow","CHEM-6327"
"Louis Morrow","COGS-8235"
